Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Cape Verde,Country_China,Country_Colombia,Country_Croatia,Country_Czechia,Country_Denmark,Country_Ecuador,Country_England,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Serbia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Uruguay,Country_nan
Alex,26,72,Driven,5490,129.5,2038-06-30,155000.0,15.75,England (Premier Division),English Premier Division,2034-09-12,15.75,12,14,11,15,9,13,16,11,14,7,13,12,13,19,18,16,13,14,17,12,15,16,10,16,10,14,11,11,1,10,13,6,13,10,4,13,,6.96,6 (12),Not set,- - -,18,0,England,1272.0,25.685147159479808,0.31485284052019163,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matías Ledesma,26,72,Temperamental,6196,12.25,2036-12-31,42500.0,10.0,Brazil (First Division),Brazilian National First Division,2032-01-21,30.5,10,14,9,14,10,14,15,9,13,8,10,12,11,15,16,14,11,14,16,11,13,16,4,13,12,15,10,8,5,7,4,4,16,15,8,12,Wnt,-,-,Not set,- - -,0,0,Brazil,726.0,23.04312114989733,2.9568788501026693,1.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Davi,24,66,Model Citizen,5243,42.5,2037-06-30,155000.0,14.5,Spain (First Division),Spanish First Division,2032-07-21,14.5,8,14,13,12,9,14,16,4,14,6,12,12,14,14,20,15,3,16,15,11,15,16,11,15,13,13,10,6,2,10,10,4,16,12,8,15,Wnt,7.00,2 (16),Not set,- - -,18,0,Spain,907.0,21.541409993155373,2.458590006844627,0.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Emanuel Benjamin,27,71,Balanced,4001,14.0,2038-06-30,115000.0,11.25,Qatar (Stars League),Qatar Stars League,2034-01-09,17.5,12,14,9,11,10,14,13,15,11,12,12,11,8,10,15,16,12,12,12,12,12,15,3,13,13,13,10,8,6,8,1,10,12,11,6,13,Wnt,7.44,14,Not set,- - -,14,0,Qatar,1272.0,26.01163586584531,0.9883641341546886,3.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Endrick,28,68,Resolute,10000,271.0,2037-06-30,575000.0,62.0,Spain (First Division),Spanish First Division,2032-08-14,62.0,12,19,12,18,15,16,19,13,18,13,12,17,13,15,18,17,5,17,15,16,19,17,12,17,18,17,13,15,6,12,14,10,17,14,12,15,,7.17,22,Not set,- - -,22,0,Spain,907.0,25.607118412046542,2.3928815879534566,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Wolliver Fernandes,23,67,Resolute,5021,30.5,2038-06-30,48500.0,6.5,England (Premier Division),English Premier Division,2034-01-31,16.75,8,13,8,15,9,16,14,17,16,9,10,13,10,15,15,15,3,13,13,12,14,11,11,15,13,14,15,10,6,6,11,6,16,13,10,11,,6.79,3 (14),Not set,- - -,17,0,England,1272.0,22.071868583162217,0.9281314168377823,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iker Villar,28,70,Balanced,3421,6.050000000000001,2037-06-30,24000.0,2.1,Spain (First Division),Spanish First Division,2033-08-22,1.4,9,15,8,16,8,13,14,11,13,9,7,10,11,11,16,11,4,15,10,10,13,15,7,15,15,15,15,6,2,5,4,1,16,9,6,7,Inj,6.64,15,Not set,- - -,15,0,Spain,907.0,26.628336755646817,1.3716632443531827,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Aleix Menéndez,24,68,Model Professional,6423,163.5,2039-06-30,300000.0,37.5,Italy (Serie A),Italian Serie A,2034-09-01,27.0,14,16,8,14,10,13,17,10,15,8,11,14,14,20,20,15,2,15,16,10,17,16,12,16,13,14,8,11,5,11,13,2,16,16,4,16,,6.96,20 (1),Not set,- - -,21,0,Italy,1637.0,23.655030800821354,0.34496919917864477,5.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bailey Cadamarteri,29,73,Fairly Determined,4227,0.55,2035-06-30,8000.0,0.975,England (Sky Bet League Two),Sky Bet League Two,2032-07-07,0.75,10,12,16,13,8,13,9,14,12,5,11,10,13,15,15,8,15,12,13,13,12,12,9,11,13,13,12,12,9,7,9,6,13,11,11,9,Lst,6.99,22,Listed,- - -,22,1,England,176.0,26.503080082135522,2.4969199178644765,4.0,373.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniel Boulay,26,73,Fairly Ambitious,4321,59.0,2037-06-30,81000.0,6.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-06-16,5.5,12,13,11,15,10,12,14,8,16,7,9,13,11,13,14,14,14,12,15,13,13,16,10,15,17,13,11,9,1,9,6,2,15,13,3,13,Trn,7.04,10 (2),Listed,- - -,12,1,France,907.0,23.44558521560575,2.5544147843942504,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Julián Vignolo,28,72,Fairly Professional,2492,0.07100000000000001,2036-12-31,525.0,,Argentina (Second Division),Argentine Second Division,2035-01-01,0.55,15,11,7,13,9,12,13,10,13,9,8,12,11,14,12,10,12,13,13,12,12,13,7,10,11,11,10,8,5,8,6,1,14,14,3,6,,-,-,Not set,- - -,0,0,Argentina,726.0,27.98904859685147,0.010951403148528405,4.0,439.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gift Selemani,25,70,Driven,3494,13.25,2037-06-30,13750.0,2.9,England (Sky Bet Championship),Sky Bet Championship,2034-06-30,3.0,14,15,9,15,9,13,15,6,13,7,8,11,12,19,14,11,6,15,12,11,15,15,10,14,16,11,11,10,2,4,2,4,14,11,5,14,,6.79,24 (1),Not set,- - -,25,0,England,907.0,24.482546201232033,0.5174537987679672,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Knut-Eirik Aarstrand,26,67,Professional,3494,5.1,2036-06-30,4900.0,,England (Sky Bet League Two),Sky Bet League Two,2034-12-03,3.4,6,13,8,11,8,12,15,6,13,5,8,10,11,13,14,18,7,13,16,12,12,13,6,12,9,12,5,9,3,11,9,7,16,12,6,12,,6.92,30,Not set,- - -,30,0,England,542.0,25.90965092402464,0.09034907597535935,4.0,373.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Charlie Mallinson,26,69,Determined,2894,0.16499999999999998,2035-06-30,925.0,,England (Sky Bet League Two),Sky Bet League Two,2034-06-23,2.1,9,11,15,12,7,10,13,5,13,4,10,12,11,20,13,14,4,11,11,11,14,11,6,9,14,10,6,11,1,5,4,3,11,6,13,8,,6.91,4 (3),Not set,- - -,7,0,England,176.0,25.463381245722108,0.5366187542778919,4.0,373.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Graeme Gallacher,23,69,Resolute,3979,0.77,2038-05-31,15750.0,1.2,Scotland (cinch Premiership),cinch Premiership,2034-07-22,1.0,9,14,9,12,6,11,13,16,12,9,14,6,12,15,12,11,5,13,16,12,10,13,9,12,16,14,13,10,5,8,9,8,11,12,6,8,,6.74,7 (9),Not set,- - -,16,0,Scotland,1242.0,22.54277891854894,0.45722108145106094,4.0,486.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Daniel Schiller,25,70,Fairly Determined,3161,1.2000000000000002,2037-06-30,9250.0,0.625,Germany (Bundesliga 2),Bundesliga 2,2034-12-01,0.5,13,11,10,12,13,10,12,5,13,5,11,8,13,16,15,12,8,13,15,12,16,16,5,11,8,10,6,8,2,3,4,1,13,7,5,10,Wnt,6.63,1 (9),Not set,- - -,10,0,Germany,907.0,24.904175222450377,0.09582477754962354,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
John Rook,24,74,Perfectionist,4179,7.7,2037-12-31,19000.0,10.25,U.S.A. (MLS),Major League Soccer,2033-07-14,10.25,11,11,15,14,6,11,16,7,14,6,6,9,10,16,16,12,16,16,14,12,12,16,6,14,12,10,9,6,1,1,7,1,15,8,7,9,,-,-,Not set,- - -,0,0,U.S.A.,1091.0,22.521560574948666,1.4784394250513346,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Saulo,25,70,Professional,3968,8.0,2037-12-31,3500.0,1.0,Brazil (First Division),Brazilian National First Division,2032-07-27,0.85,9,8,9,9,7,13,13,12,13,2,11,10,10,15,17,16,5,16,15,11,18,14,5,14,12,9,11,7,4,4,6,3,15,13,8,12,Wnt,-,-,Not set,- - -,0,0,Brazil,1091.0,22.557837097878167,2.4421629021218343,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luiz Fernando,23,70,Resolute,4903,36.5,2039-06-30,81000.0,13.5,England (Premier Division),English Premier Division,2034-07-20,13.5,12,15,5,15,8,15,16,10,15,10,12,18,12,15,14,13,5,13,13,12,14,15,9,13,13,17,13,11,5,7,8,7,16,15,6,8,,6.95,16 (7),Not set,- - -,23,0,England,1637.0,22.537303216974674,0.46269678302532513,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rodrigo Ribeiro,29,73,Fairly Professional,6747,21.25,2036-06-30,135000.0,38.0,Netherlands (Eredivisie),Eredivisie,2032-08-17,29.0,12,14,9,15,12,12,16,9,13,9,11,13,12,13,15,12,13,15,14,14,15,15,7,14,13,13,11,11,3,7,6,4,16,13,11,10,,7.05,4 (18),Not set,- - -,22,0,Netherlands,542.0,26.61533196440794,2.3846680355920604,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Silvano Siqueira,24,71,Professional,3082,1.045,2037-12-31,7750.0,0.215,Brazil (Second Division),Brazilian National Second Division,2034-08-22,3.5,9,11,15,9,7,11,13,7,12,3,12,7,10,15,16,11,11,14,14,13,14,16,8,14,13,12,8,7,1,5,8,4,14,10,1,10,,-,-,Not set,- - -,0,0,Brazil,1091.0,23.627652292950035,0.3723477070499658,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marco Antônio,26,73,Fairly Determined,6893,71.0,2039-06-30,175000.0,54.0,Italy (Serie A),Italian Serie A,2034-07-12,64.0,13,13,8,14,7,14,15,7,15,7,8,12,9,15,19,16,13,15,14,13,14,16,12,15,13,13,14,8,1,1,9,2,15,14,3,9,,7.04,16,Not set,- - -,16,0,Italy,1637.0,25.515400410677618,0.48459958932238195,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vivaldo Semedo,29,76,Fairly Determined,4742,23.0,2037-06-30,79000.0,2.6,Italy (Serie A),Italian Serie A,2034-03-17,2.6,8,15,11,14,11,10,11,7,16,6,12,11,12,15,14,13,17,16,13,14,15,14,6,10,16,11,11,12,5,4,7,4,13,10,13,9,,6.73,18,Not set,- - -,18,0,Italy,907.0,28.195071868583163,0.8049281314168378,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ole Thomas Simengård,25,74,Resolute,3844,15.75,2037-06-30,19500.0,0.375,Spain (First Division),Spanish First Division,2032-09-01,2.6,7,11,8,10,6,9,15,13,12,7,8,11,11,15,15,12,15,15,14,10,13,16,8,14,7,14,7,6,3,1,11,3,14,9,5,13,,6.88,1 (16),Not set,- - -,17,0,Spain,907.0,22.65639972621492,2.3436002737850785,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
David Ferreira,26,71,Balanced,4609,20.5,2038-06-30,46500.0,31.0,Spain (First Division),Spanish First Division,2034-07-19,24.5,9,14,17,14,10,15,18,17,15,10,16,16,13,13,13,16,12,11,14,14,16,11,8,11,12,15,15,13,2,11,10,6,12,12,7,8,,6.68,1 (8),Not set,- - -,9,0,Spain,1272.0,25.534565366187543,0.4654346338124572,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Marco Della Valle,26,77,Fairly Determined,8497,88.5,2037-06-30,350000.0,33.0,Germany (Bundesliga),Bundesliga,2033-02-12,55.0,9,18,11,18,9,12,14,6,18,9,16,14,13,15,15,13,14,15,17,12,14,13,9,12,17,16,15,11,3,8,10,4,16,12,13,8,,6.86,16 (5),Not set,- - -,21,0,Germany,907.0,24.105407255304584,1.894592744695414,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Victor Laplaud,24,74,Determined,2268,0.0,,,,France,-,,0.75,7,7,9,14,5,9,11,10,14,5,8,9,8,18,9,10,12,9,10,13,15,8,3,10,9,11,10,9,3,2,3,1,12,10,3,5,Bid,-,-,Not set,- - -,0,0,France,,,,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Martín Meduri,26,70,Light-Hearted,3279,5.8,2037-06-30,13000.0,0.4,Italy (Serie B),Italian Serie B,2032-09-01,2.1,9,13,8,12,6,12,14,11,13,7,10,13,13,15,16,13,7,16,14,9,7,16,7,14,12,11,7,7,1,6,7,3,15,14,4,11,Wnt,7.13,1 (8),By request,- - -,9,1,Italy,907.0,23.65639972621492,2.3436002737850785,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Edmundo Meurer,26,70,Resolute,3812,6.300000000000001,2038-12-31,18750.0,1.7,Brazil (First Division),Brazilian National First Division,2033-09-04,5.0,16,13,6,14,8,10,14,17,13,7,12,13,10,15,16,16,9,16,11,12,14,16,3,13,10,13,5,7,1,8,4,6,14,13,8,6,,-,-,Not set,- - -,0,0,Brazil,1456.0,24.663928815879533,1.3360711841204653,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tiago Lopes,24,69,Fairly Professional,3761,17.5,2036-06-30,11250.0,1.4,Portugal (Premier League),Portuguese Premier League,2031-07-11,1.3,9,12,8,13,10,14,15,4,13,7,14,12,11,12,15,16,3,14,16,8,13,14,9,13,15,16,13,8,2,5,9,4,15,10,11,10,Unh,6.83,16 (5),Not set,- - -,21,0,Portugal,542.0,20.511978097193705,3.488021902806297,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Edgar Gutiérrez,26,74,Fairly Determined,4156,1.7750000000000001,2036-06-30,20500.0,0.775,Germany (Bundesliga 2),Bundesliga 2,2032-07-13,1.2,9,12,10,14,7,9,14,12,12,6,7,8,7,15,13,15,13,14,14,12,13,14,5,10,16,10,11,4,1,2,6,1,14,5,12,6,Wnt,6.85,16,Not set,- - -,16,0,Germany,542.0,23.519507186858316,2.4804928131416837,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
