Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Cyprus,Country_DR Congo,Country_Denmark,Country_England,Country_Finland,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Gino Infantino,31,70,Fairly Professional,4614,0.075,2035-06-30,3300.0,,France (National),French National,2034-09-01,3.9,11,12,12,12,11,11,13,10,14,11,11,13,11,11,13,11,7,10,12,11,16,13,9,11,11,13,5,13,6,11,6,11,12,12,10,10,,7.01,17,Not set,- - -,17,0,France,176.0,30.655030800821354,0.34496919917864477,4.0,378.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Morten Rasmussen,21,70,Driven,4609,6.5,2039-06-30,44500.0,7.75,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-09-01,7.75,10,13,8,12,10,13,13,5,13,12,13,13,13,19,13,16,11,13,17,12,11,12,10,10,13,11,6,14,4,10,9,12,14,16,5,9,,6.66,6 (9),Not set,- - -,15,0,France,1637.0,20.655030800821354,0.34496919917864477,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Steven Alzate,36,70,Spirited,4608,0.0,2035-06-30,1900.0,,Germany (German Lower Division),German Lower Division,2033-04-30,1.8,8,11,12,15,11,12,15,5,12,11,10,13,11,13,7,11,7,4,4,3,11,6,8,6,8,12,5,7,3,7,9,10,13,13,8,8,Ret,6.80,26 (1),Not set,- - -,27,0,Germany,176.0,34.31622176591376,1.6837782340862424,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gregorio Salinas,25,70,Fairly Professional,4601,6.65,2036-12-31,16000.0,2.4,Argentina (Premier Division),Argentine Premier Division,2032-01-27,2.4,14,10,12,15,8,14,13,7,13,10,12,13,10,14,16,15,12,14,12,12,15,13,8,14,9,12,7,11,2,7,10,6,13,14,6,8,,-,-,Not set,- - -,0,0,Argentina,726.0,22.059548254620122,2.940451745379877,4.0,490.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lautaro Tondi,25,68,Fairly Professional,4599,11.9,2036-12-31,20000.0,4.7,Argentina (Premier Division),Argentine Premier Division,2033-07-27,4.7,10,14,14,12,17,16,11,8,10,13,11,11,10,11,12,15,9,12,15,9,16,15,8,7,3,12,8,7,5,10,8,12,15,16,5,8,,-,-,Not set,- - -,0,0,Argentina,726.0,23.55715263518138,1.4428473648186173,4.0,490.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hayden Hackney,32,70,Fairly Determined,4598,11.1,2036-06-30,49500.0,9.0,England (Sky Bet Championship),Sky Bet Championship,2034-01-05,26.5,10,13,13,15,14,14,12,13,12,13,12,16,12,15,13,14,8,10,12,10,13,12,10,12,10,13,9,12,4,12,9,12,15,15,11,11,,7.10,25,Not set,- - -,25,0,England,542.0,31.000684462696782,0.999315537303217,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leonardo,24,69,Fairly Determined,4595,32.5,2039-06-30,82000.0,13.0,Italy (Serie A),Italian Serie A,2034-09-01,13.0,11,14,18,16,13,15,12,8,11,14,12,17,15,15,15,16,8,15,14,13,15,14,6,10,6,15,9,12,8,12,11,12,17,16,5,7,,6.88,8 (13),Not set,- - -,21,0,Italy,1637.0,23.655030800821354,0.34496919917864477,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yasin Ayari,31,68,Fairly Professional,4594,0.46749999999999997,2035-11-30,1700.0,,Sweden (First Division Elite),Swedish First Division Elite,2033-11-20,4.0,12,11,13,12,9,10,12,8,11,10,12,12,10,14,12,10,4,11,11,7,10,12,7,11,7,13,6,11,5,7,8,10,13,11,9,9,,-,-,Not set,- - -,0,0,Sweden,329.0,29.874743326488705,1.1252566735112937,4.0,431.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Abbas Azar,25,72,Fairly Determined,4589,11.1,2039-06-30,28500.0,8.25,Italy (Serie A),Italian Serie A,2034-06-30,13.5,9,12,11,12,14,13,8,5,12,15,11,12,12,15,14,11,14,13,15,14,13,12,6,8,6,10,10,10,5,12,7,13,13,11,4,12,,6.91,16,Not set,- - -,16,0,Italy,1637.0,24.482546201232033,0.5174537987679672,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Claudio Gomes,34,71,Balanced,4586,0.0015,2035-06-30,3000.0,,France (R1 - Auvergne RA - B),French Regional 1 - Auvergne Rhône Alpes - Group B,2033-01-03,3.8,14,12,14,11,13,11,9,13,10,13,12,10,13,12,9,10,7,8,7,6,14,8,3,9,5,11,8,9,4,11,3,12,12,11,4,6,Lst,7.73,9,Listed,- - -,9,1,France,176.0,31.9958932238193,2.004106776180698,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lewis Bate,32,66,Balanced,4582,,2036-12-31,6500.0,,U.S.A. (MLS),Major League Soccer,2034-12-13,1.6,11,11,12,14,12,13,10,11,12,14,12,14,13,12,14,13,5,12,11,6,14,12,8,10,7,13,6,8,2,10,9,11,16,16,10,6,,-,-,Not set,- - -,0,0,U.S.A.,726.0,31.93702943189596,0.06297056810403832,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Oscar Fraulo,31,71,Fairly Professional,4573,1.375,2035-06-30,17750.0,,Germany (Bundesliga 2),Bundesliga 2,2033-07-29,1.8,14,12,13,13,9,12,14,11,12,8,12,14,13,14,13,12,12,12,14,9,14,11,11,11,10,13,8,12,2,8,12,7,14,13,7,10,,7.19,17 (1),Not set,- - -,18,0,Germany,176.0,29.562628336755647,1.4373716632443532,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jonas Oehmichen,30,70,Fairly Professional,4569,0.825,2035-06-30,28000.0,10.25,Germany (Bundesliga 2),Bundesliga 2,2032-01-08,7.75,11,13,13,12,12,12,13,14,14,10,8,13,12,13,14,12,4,12,13,9,14,15,8,13,13,15,3,6,3,6,6,7,12,13,7,11,,6.78,13 (4),Not set,- - -,17,0,Germany,176.0,27.007529089664615,2.9924709103353866,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Christian Pinzón,23,69,Resilient,4569,7.3,2038-12-31,28000.0,7.25,Brazil (First Division),Brazilian National First Division,2034-09-02,7.0,20,13,11,12,12,15,12,15,12,11,15,13,16,15,14,16,4,14,17,13,13,13,1,9,2,10,8,9,1,11,2,12,12,16,3,5,,-,-,Not set,- - -,0,0,Brazil,1456.0,22.65776865160849,0.34223134839151265,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Diego Sole,24,68,Fairly Determined,4565,8.75,2038-06-30,33000.0,3.8,Italy (Serie A),Italian Serie A,2034-08-14,2.9,8,15,12,15,8,14,17,15,14,10,11,17,11,15,13,13,5,12,13,10,11,14,7,14,5,14,7,10,2,6,13,7,17,15,3,7,,6.60,2 (9),Not set,- - -,11,0,Italy,1272.0,23.60574948665298,0.3942505133470226,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jacob Christensen,33,71,Balanced,4561,1.4,2036-06-30,13750.0,0.6,Germany (Bundesliga 2),Bundesliga 2,2034-04-04,1.3,15,12,15,13,14,12,10,11,12,13,13,14,14,14,11,12,11,11,12,10,14,10,11,9,5,13,7,9,7,12,10,12,13,12,11,8,,6.53,0 (12),Not set,- - -,12,0,Germany,542.0,32.24435318275154,0.75564681724846,3.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enzo Romero,26,71,Fairly Sporting,4560,5.800000000000001,2036-11-30,23000.0,1.4,Sweden (Premier Division),Swedish Premier Division,2032-10-26,3.0,19,15,9,16,11,14,8,11,12,12,14,14,12,11,13,11,12,11,13,13,15,11,9,11,8,15,9,13,4,12,11,8,16,13,9,8,,-,-,Not set,- - -,0,0,Sweden,695.0,23.806981519507186,2.193018480492813,3.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Hans Nicolussi Caviglia,34,71,Perfectionist,4559,0.088,2035-06-30,5750.0,,France (Ligue 2 BKT),Ligue 2 BKT,2034-07-28,20.5,12,13,11,13,12,12,14,11,12,15,14,13,15,16,12,13,10,11,11,9,15,10,10,10,10,13,5,11,7,10,9,11,14,15,11,12,,6.89,8 (9),Not set,- - -,17,0,France,176.0,33.559206023271734,0.4407939767282683,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jarne Steuckers,32,70,Fairly Determined,4548,0.385,2036-06-30,17000.0,0.099,England (Sky Bet Championship),Sky Bet Championship,2034-09-01,1.9,12,13,7,13,12,13,13,12,14,8,13,14,13,16,12,12,8,12,12,11,15,13,11,11,12,13,10,12,2,12,8,12,12,14,5,11,,6.68,3 (17),Not set,- - -,20,0,England,542.0,31.655030800821354,0.34496919917864477,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joris van Essen,26,70,Driven,4535,25.0,2038-06-30,28500.0,,Germany (Bundesliga 2),Bundesliga 2,2034-02-01,5.0,9,15,6,14,8,13,15,13,14,9,12,16,6,18,14,15,6,16,13,10,17,13,9,14,8,15,12,8,4,6,13,2,16,13,5,10,Wnt,6.81,5 (16),Not set,- - -,21,0,Germany,1272.0,25.07460643394935,0.9253935660506503,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Winners Osawe,28,74,Fairly Determined,4532,7.1,2036-06-30,22000.0,0.65,Germany (Bundesliga 2),Bundesliga 2,2033-04-05,0.525,12,11,12,10,14,12,13,10,11,13,12,14,12,15,15,14,16,13,14,14,15,13,3,12,7,12,9,9,7,12,5,12,12,13,7,9,Wnt,7.11,16,Not set,- - -,16,0,Germany,542.0,26.247775496235455,1.7522245037645447,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Merveille Papela,33,69,Fairly Professional,4523,0.007,2035-06-30,3100.0,,DR Congo (Linafoot B),DR Congo Premier Division B,2033-07-01,2.9,16,11,16,10,13,9,12,8,8,11,12,9,14,14,10,8,8,8,8,7,13,8,6,9,6,9,9,9,6,11,5,13,11,10,6,6,Ask,6.90,2 (13),Not set,- - -,15,0,DR Congo,176.0,31.48596851471595,1.514031485284052,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lennard Becker,29,74,Fairly Professional,4516,6.6,2036-06-30,26500.0,1.2,Germany (Bundesliga 2),Bundesliga 2,2034-03-27,1.0,13,13,8,9,11,13,9,15,15,11,9,14,13,13,13,16,15,13,13,12,10,13,4,11,11,13,12,12,1,12,6,12,11,15,13,6,,6.80,16 (1),Not set,- - -,17,0,Germany,542.0,28.222450376454482,0.7775496235455168,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emili Riverola,24,72,Professional,4510,94.5,2039-06-30,140000.0,17.0,Italy (Serie A),Italian Serie A,2034-06-02,17.0,10,16,8,15,15,15,13,6,14,13,14,14,14,15,17,17,14,16,15,12,14,17,10,14,14,15,9,16,4,8,7,6,12,15,6,10,Inj,6.87,21,Not set,- - -,21,0,Italy,1637.0,23.405886379192335,0.5941136208076659,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ringo Meerveld,32,70,Perfectionist,4509,1.1,2035-12-31,3500.0,,Norway (Premier Division),Norwegian Premier Division,2033-06-07,2.8,8,13,13,13,11,12,15,8,13,8,12,14,14,14,13,11,9,12,13,11,14,12,11,12,10,13,9,12,5,6,8,5,14,15,14,11,,6.82,12 (6),Not set,- - -,18,0,Norway,360.0,30.420260095824776,1.5797399041752225,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scott Guest,26,63,Fairly Determined,4508,35.0,2037-06-30,52000.0,30.5,England (Sky Bet Championship),Sky Bet Championship,2034-08-14,27.5,12,14,10,13,13,12,12,16,13,12,10,16,12,17,14,13,4,13,15,10,13,13,7,11,9,13,9,12,5,12,6,12,17,13,10,9,,6.66,3 (20),Not set,- - -,23,0,England,907.0,25.60574948665298,0.3942505133470226,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mor Ndiaye,34,73,Balanced,4502,0.004,2035-06-30,1200.0,,Senegal (Senegalese Ligue 1),Senegalese Ligue 1,2034-05-22,3.4,16,13,15,13,10,10,7,11,9,14,14,12,12,12,8,10,15,9,10,10,16,6,6,7,7,12,11,9,9,13,5,14,12,12,9,6,,7.15,22,Not set,- - -,22,0,Senegal,176.0,33.37577002053388,0.6242299794661191,3.0,302.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Daniel Braut,29,72,Balanced,4501,9.3,2037-06-30,18500.0,,Spain (First Division),Spanish First Division,2034-01-01,0.6,10,13,11,14,10,13,13,12,13,12,12,13,13,13,13,13,14,14,15,13,13,12,11,11,9,13,9,12,7,8,9,9,13,12,10,9,,7.01,14,Not set,- - -,14,0,Spain,907.0,27.989733059548254,1.0102669404517455,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Manolo Portanova,34,72,Balanced,4492,0.0025,2035-06-30,1000.0,,Italy (Serie C/B),Italian Serie C/B,2034-07-24,8.75,15,11,13,10,13,12,11,12,12,12,13,13,13,14,6,9,13,8,6,9,13,8,7,9,11,13,9,10,3,6,8,10,12,12,7,11,,7.02,3 (6),Not set,- - -,9,0,Italy,176.0,33.5482546201232,0.4517453798767967,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Federico Navarro,34,67,Balanced,4492,0.18,2035-06-30,105000.0,5.5,Qatar (Stars League),Qatar Stars League,2033-06-26,9.25,14,13,10,14,12,15,9,11,12,14,13,14,15,12,9,11,8,8,10,9,16,8,5,7,2,14,6,11,5,14,4,14,13,14,15,7,,7.29,18 (6),Not set,- - -,24,0,Qatar,176.0,32.47227926078029,1.5277207392197125,3.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Miguel Monsalve,30,70,Balanced,4491,1.175,2035-12-31,5750.0,,Colombia (First Division),Colombian First Division,2034-05-15,1.0,9,13,8,14,11,12,13,10,13,8,11,13,8,13,14,12,7,12,11,10,11,12,10,13,11,13,6,11,4,4,10,3,12,12,9,12,,7.15,48 (3),Not set,- - -,51,0,Colombia,360.0,29.356605065023956,0.6433949349760438,3.0,469.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
