Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_China,Country_Colombia,Country_Cyprus,Country_Czechia,Country_DR Congo,Country_England,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Honduras,Country_Hungary,Country_Italy,Country_Ivory Coast,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Yadali Bayo,29,71,Balanced,4367,0.77,2037-06-30,4500.0,0.85,Belgium (Jupiler Pro League),Jupiler Pro League,2033-08-18,0.85,10,12,9,10,12,14,5,8,6,13,9,13,14,8,14,9,12,15,13,13,13,15,3,5,3,12,5,5,2,13,4,14,9,8,4,5,,6.84,19,Not set,- - -,19,0,Belgium,907.0,27.61738535249829,1.3826146475017111,3.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michele Collocolo,35,74,Fairly Determined,4326,0.06,2035-06-30,2000.0,,Italy (Serie B),Italian Serie B,2033-07-21,1.6,14,14,14,12,14,13,8,14,13,12,13,11,11,16,8,12,12,8,8,8,12,10,7,9,11,12,10,12,7,10,7,12,12,13,11,10,,6.84,16 (1),Not set,- - -,17,0,Italy,176.0,33.54072553045859,1.45927446954141,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alieu Jallow,26,69,Fairly Determined,4324,36.5,2039-06-30,73000.0,13.25,Italy (Serie A),Italian Serie A,2034-07-26,20.5,10,14,11,12,16,14,15,9,12,14,13,13,16,15,17,16,8,15,17,13,16,14,7,11,6,13,9,13,6,13,12,13,15,14,4,11,,7.02,20 (1),Not set,- - -,21,0,Italy,1637.0,25.55373032169747,0.4462696783025325,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Halil İbrahim Sevinç,32,70,Fairly Ambitious,4311,0.065,2035-06-30,7000.0,0.525,Türkiye (1. League),Turkish 1. League,2033-01-03,1.1,14,13,12,11,13,12,9,11,10,13,14,12,13,11,11,11,9,9,9,7,14,12,7,7,6,9,10,9,6,13,9,13,11,11,7,5,Lst,7.16,17,Listed,- - -,17,1,Türkiye,176.0,29.9958932238193,2.004106776180698,4.0,435.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Francisco Maurino,30,68,Fairly Determined,4305,1.7875,2037-12-31,3900.0,,Argentina (Premier Division),Argentine Premier Division,2035-01-01,0.725,14,11,16,9,13,12,9,12,12,12,9,13,14,16,13,10,4,13,15,13,13,11,9,8,7,12,9,11,6,12,9,12,12,11,1,9,,-,-,Not set,- - -,0,0,Argentina,1091.0,29.98904859685147,0.010951403148528405,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rubens,26,71,Resolute,4304,10.65,2037-12-31,37500.0,4.3,Brazil (Second Division),Brazilian National Second Division,2034-08-17,14.75,16,13,9,12,9,16,14,6,13,10,12,12,11,15,14,16,12,13,13,11,12,14,7,11,8,14,8,11,1,7,6,11,15,15,3,8,,-,-,Not set,- - -,0,0,Brazil,1091.0,25.613963039014372,0.3860369609856263,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aïmen Moueffek,33,70,Determined,4292,0.65,2036-06-30,7500.0,3.1,Spain (First Division),Spanish First Division,2034-06-28,2.3,10,13,11,10,13,15,6,14,12,13,12,11,14,20,9,10,9,8,9,10,15,11,9,9,11,13,9,12,7,13,9,13,13,13,6,9,Wnt,6.63,0 (16),Listed,- - -,16,1,Spain,542.0,32.47707049965777,0.5229295003422314,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Dave Kwakman,30,73,Balanced,4283,12.5,2037-06-30,34500.0,4.8,Spain (First Division),Spanish First Division,2034-08-01,8.75,12,13,10,15,12,13,14,11,12,12,13,14,13,13,16,14,14,13,12,11,14,14,6,12,5,13,6,9,4,11,5,11,13,13,10,6,,6.78,3 (8),Not set,- - -,11,0,Spain,907.0,29.57015742642026,0.42984257357973993,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Matteo Prati,31,73,Resolute,4281,,2036-06-30,43500.0,11.25,Spain (First Division),Spanish First Division,2032-08-21,42.5,11,15,12,12,15,14,11,9,13,13,13,15,12,15,12,12,15,13,13,13,15,13,7,10,9,13,12,13,7,11,6,13,14,16,11,10,,7.13,18,Not set,- - -,18,0,Spain,542.0,28.626283367556468,2.3737166324435317,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Noah Mbamba,30,74,Balanced,4274,2.5,2036-12-31,14000.0,,Norway (Premier Division),Norwegian Premier Division,2031-07-21,0.925,12,13,13,12,14,12,13,12,9,13,12,12,12,13,15,14,15,14,14,12,14,12,2,11,6,12,11,7,7,12,5,13,13,13,6,5,,6.78,34 (3),Not set,- - -,37,0,Norway,726.0,26.539356605065024,3.460643394934976,3.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andrea Ghion,34,69,Balanced,4271,0.011,2035-06-30,3800.0,,Italy (Serie B),Italian Serie B,2034-01-01,7.25,12,13,11,13,13,15,14,12,12,13,12,14,14,13,7,10,8,6,7,7,10,7,10,9,8,14,7,9,3,11,10,12,15,14,6,6,,6.62,2 (13),Not set,- - -,15,0,Italy,176.0,32.98973305954826,1.0102669404517455,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Umut Güneş,34,69,Balanced,4269,0.0025,2035-06-30,130.0,,Türkiye (3. League Group 4),Turkish 3. League Group 4,2034-07-15,2.0,12,12,13,13,15,13,11,12,11,10,13,13,13,13,5,11,10,3,8,10,15,7,6,7,9,12,8,8,7,12,8,11,12,13,5,7,,7.45,1 (2),Not set,- - -,3,0,Türkiye,176.0,33.52361396303901,0.47638603696098564,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Kerem Dede,28,69,Balanced,4266,1.6375,2036-06-30,5500.0,0.825,Türkiye (Super League),Turkish Super League,2033-07-07,0.725,10,12,9,13,10,10,14,11,13,12,12,15,12,14,12,13,4,10,12,11,13,12,13,11,6,13,8,11,2,8,7,9,13,14,6,8,,6.83,5 (11),Not set,- - -,16,0,Türkiye,542.0,26.50239561943874,1.4976043805612593,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Franco Gálvez,23,68,Balanced,4257,2.975,2037-06-30,17500.0,1.7,Italy (Serie B),Italian Serie B,2032-08-16,1.4,19,16,12,9,12,12,4,17,6,13,13,14,13,12,14,13,5,13,13,12,13,11,5,10,5,10,6,6,3,11,4,14,14,10,8,4,Wnt,6.82,9 (9),Not set,- - -,18,0,Italy,907.0,20.61259411362081,2.3874058863791925,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lorenzo Amatucci,30,68,Balanced,4257,9.6,2037-06-30,20000.0,14.25,Spain (Second Division),Spanish Second Division,2032-07-20,12.75,12,15,12,11,16,15,14,10,13,14,15,15,13,12,13,10,6,14,13,12,13,13,12,12,7,12,7,11,6,10,7,11,13,14,7,9,Wnt,6.85,15,By request,- - -,15,1,Spain,907.0,27.53867214236824,2.461327857631759,3.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Rubén Darío Ruiz,26,69,Resolute,4254,0.6050000000000001,2035-12-31,2800.0,,Colombia (First Division),Colombian First Division,2034-11-10,0.5,7,11,7,13,6,12,12,9,13,8,13,10,12,15,13,14,6,13,15,11,13,12,1,9,7,14,5,7,1,9,1,8,15,14,5,2,,6.79,44 (1),Not set,- - -,45,0,Colombia,360.0,25.8466803559206,0.15331964407939766,4.0,469.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Juan Carlos Portillo,34,71,Balanced,4251,0.0175,2035-06-30,12250.0,,Türkiye (Super League),Turkish Super League,2034-01-11,9.25,16,13,14,13,14,9,6,8,9,13,12,8,14,14,7,11,12,9,12,6,16,9,6,7,5,9,11,6,10,13,4,15,9,10,1,9,Ret,6.65,1 (4),Not set,- - -,5,0,Türkiye,176.0,33.017111567419576,0.9828884325804244,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tygo Land,28,67,Fairly Determined,4248,0.375,2036-06-30,15750.0,0.85,Italy (Serie A),Italian Serie A,2033-07-04,1.4,12,13,12,16,13,14,12,10,12,13,13,13,11,15,13,14,6,13,12,6,7,12,12,13,11,13,6,11,7,8,11,9,14,14,9,9,Lst,7.20,1 (4),Listed,- - -,5,1,Italy,542.0,26.494182067077343,1.5058179329226558,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Liam Gibbs,32,70,Fairly Professional,4248,,2036-06-30,47500.0,8.0,England (Premier Division),English Premier Division,2034-05-28,18.5,14,13,12,14,12,12,7,10,12,11,13,15,12,13,12,13,7,13,12,12,16,13,12,11,9,13,8,9,3,9,12,12,13,15,13,12,,6.86,20 (1),Not set,- - -,21,0,England,542.0,31.392197125256672,0.6078028747433265,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leonardo Posadas,30,73,Balanced,4220,0.0,,,,Honduras,-,,0.85,14,10,9,8,12,10,5,10,6,12,8,6,9,13,10,7,12,10,6,7,11,11,3,4,4,6,6,3,1,8,3,9,6,9,4,4,FrA,-,-,Not set,- - -,0,0,Honduras,,,,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leônidas,26,73,Fickle,4220,4.35,2035-12-31,15000.0,5.5,Brazil (First Division),Brazilian National First Division,2032-07-27,9.25,10,13,14,11,12,12,7,12,12,10,13,14,11,15,14,11,13,15,13,13,15,13,5,9,6,13,8,6,11,13,10,13,11,9,8,10,Wnt,-,-,Not set,- - -,0,0,Brazil,360.0,23.557837097878167,2.4421629021218343,2.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Claudio Kammerknecht,35,73,Fairly Determined,4215,0.0,,1400.0,,Sweden (Premier Division),Swedish Premier Division,2033-11-15,1.7,14,12,12,11,14,12,6,2,10,13,14,13,13,16,7,11,13,8,8,5,16,6,7,7,4,8,12,10,3,11,9,12,12,12,3,10,Ctr,-,-,Not set,- - -,0,0,Sweden,,33.861054072553046,1.1389459274469542,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Syb van Ottele,32,73,Fairly Determined,4212,1.265,2036-06-30,3600.0,1.2,Italy (Serie B),Italian Serie B,2034-07-22,0.95,12,13,10,10,11,11,9,12,11,13,12,13,14,15,9,11,14,11,10,10,15,9,7,7,4,9,11,7,4,13,8,12,11,15,5,5,,6.94,9,Not set,- - -,9,0,Italy,542.0,31.54277891854894,0.45722108145106094,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Breno,31,72,Balanced,4208,,2036-06-30,56000.0,3.2,U.A.E. (Pro League),UAE Professional League,2034-02-05,3.2,7,13,11,12,10,14,7,14,8,11,10,12,11,8,13,11,9,13,11,7,12,13,6,5,8,14,7,11,4,12,5,13,14,13,3,6,Int,7.17,25 (1),Not set,- - -,26,0,U.A.E.,542.0,30.085557837097877,0.9144421629021219,3.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Metinho,31,70,Fairly Determined,4202,,2036-06-30,2400.0,,DR Congo (Linafoot B),DR Congo Premier Division B,2033-10-08,4.3,11,12,6,12,9,14,13,11,6,13,9,13,11,15,11,11,3,11,10,12,13,12,11,8,6,13,8,10,2,13,7,14,15,13,9,7,,7.08,25,Not set,- - -,25,0,DR Congo,542.0,29.757015742642025,1.242984257357974,4.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Orhan Nahırcı,34,77,Perfectionist,4201,0.012249999999999999,2035-06-30,475.0,,Türkiye (1. League),Turkish 1. League,2034-07-11,1.0,18,9,18,10,17,10,7,11,7,10,16,6,14,18,5,14,14,11,10,12,18,6,1,5,3,7,10,8,10,12,1,12,4,11,4,6,,6.87,17 (3),Not set,- - -,20,0,Türkiye,176.0,33.51266255989049,0.487337440109514,4.0,435.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Andreas Müller,34,68,Resolute,4198,0.30250000000000005,2036-06-30,13750.0,0.925,Germany (Bundesliga 2),Bundesliga 2,2034-07-17,15.25,13,13,13,15,13,12,12,12,10,13,13,13,12,16,11,11,6,11,11,9,14,10,11,10,6,14,6,11,5,12,10,13,14,15,7,9,,6.68,1 (9),Not set,- - -,10,0,Germany,542.0,33.52908966461328,0.47091033538672145,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Geovane Jesus,33,71,Balanced,4196,,2036-12-31,4800.0,0.8,U.S.A. (MLS),Major League Soccer,2034-07-18,0.8,10,12,11,11,12,13,10,10,10,13,12,9,13,14,13,6,11,12,9,11,13,13,8,10,9,12,9,12,10,13,5,12,11,13,6,12,,-,-,Not set,- - -,0,0,U.S.A.,726.0,32.53182751540041,0.4681724845995893,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Nicolò Contiliano,30,70,Fairly Professional,4191,1.5875,2037-06-30,11500.0,0.825,Portugal (Premier League),Portuguese Premier League,2034-07-18,0.875,11,13,10,13,12,16,13,13,13,13,12,14,11,14,13,14,6,13,13,12,12,13,8,8,6,13,9,8,2,11,6,10,14,13,6,9,,7.04,17 (1),Not set,- - -,18,0,Portugal,907.0,29.531827515400412,0.4681724845995893,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Pablo Ferreira,30,70,Fairly Determined,4184,4.075,2036-12-31,4600.0,2.6,Norway (Premier Division),Norwegian Premier Division,2034-06-04,2.2,5,16,11,12,13,14,7,14,12,14,10,14,13,16,13,14,10,13,13,13,13,12,10,9,10,13,9,11,8,14,10,12,14,13,8,10,,6.98,25 (1),Not set,- - -,26,0,Norway,726.0,29.411362080766597,0.5886379192334018,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Santiago Kubiszyn,32,70,Fairly Determined,4182,0.45,2035-12-31,12500.0,2.8,Argentina (Premier Division),Argentine Premier Division,2033-07-16,2.8,11,13,12,13,13,13,12,11,11,13,11,14,11,15,12,13,10,12,10,11,13,13,8,11,9,11,9,11,6,11,5,8,14,13,4,12,Wnt,-,-,Listed,- - -,0,1,Argentina,360.0,30.527036276522928,1.4729637234770705,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tiago Cravero,32,70,Fairly Loyal,4178,,2036-06-30,13250.0,,Türkiye (Super League),Turkish Super League,2034-07-13,8.0,11,13,13,12,15,16,13,13,12,13,12,11,16,12,10,12,8,12,14,12,15,11,3,8,6,12,8,10,1,15,3,12,11,13,6,6,,6.68,2 (13),Not set,- - -,15,0,Türkiye,542.0,31.51813826146475,0.48186173853524983,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Giacomo Brazzale,23,72,Resolute,4178,22.5,2038-06-30,62000.0,32.5,Germany (Bundesliga),Bundesliga,2034-02-01,31.5,8,14,19,12,17,14,12,14,8,13,15,12,15,15,14,18,11,14,16,12,15,13,3,9,10,13,12,10,7,14,5,14,11,14,6,8,Wnt,6.77,23,Not set,- - -,23,0,Germany,1272.0,22.07460643394935,0.9253935660506503,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pierre Ekwah,32,73,Balanced,4177,0.35,2035-11-30,13750.0,,Sweden (Premier Division),Swedish Premier Division,2033-06-08,0.5,6,14,8,15,13,12,12,10,8,14,11,14,11,6,7,12,13,11,11,10,13,10,7,9,8,14,9,12,3,13,10,12,14,14,9,6,Lst,-,-,Listed,- - -,0,1,Sweden,329.0,30.42299794661191,1.5770020533880904,3.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Raimundo Rousseff,24,69,Spirited,4171,117.0,2038-06-30,83000.0,16.5,England (Premier Division),English Premier Division,2033-07-10,16.5,20,15,19,13,15,14,12,7,10,12,16,13,15,15,16,18,4,16,17,17,13,12,5,11,8,13,10,12,9,13,6,16,16,15,7,10,,6.85,13 (9),Not set,- - -,22,0,England,1272.0,22.510609171800137,1.4893908281998631,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
