Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Angola,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Cape Verde,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Cyprus,Country_Czechia,Country_DR Congo,Country_Denmark,Country_Ecuador,Country_England,Country_Eq. Guinea,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Honduras,Country_Hungary,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Ivory Coast,Country_Japan,Country_Mali,Country_Mexico,Country_Morocco,Country_N.Ireland,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Slovenia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Tunisia,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_Uruguay,Country_Venezuela,Country_nan
Carlos Medina,27,73,Model Citizen,6015,1.7750000000000001,2037-06-30,20500.0,1.5,France (Ligue 2 BKT),Ligue 2 BKT,2034-08-05,5.75,11,11,10,12,12,14,3,12,1,13,14,14,11,14,13,11,11,13,10,10,15,14,3,3,2,6,1,2,1,3,3,2,8,8,1,2,,6.83,15,Not set,- - -,15,0,France,907.0,26.581108829568787,0.4188911704312115,0.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Detlev Waldschmidt,26,71,Fairly Determined,2684,0.875,2037-06-30,16500.0,0.17,Germany (Bundesliga),Bundesliga,2034-12-31,1.1,9,10,8,8,7,12,11,13,12,1,14,10,12,15,17,13,10,14,9,7,12,14,3,13,6,12,7,5,3,4,5,3,14,11,3,9,,6.46,0 (5),Not set,- - -,5,0,Germany,907.0,25.98631074606434,0.013689253935660506,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Filip Erik Thorvaldsen,28,69,Resolute,3019,0.875,2036-12-31,7500.0,,Norway (Premier Division),Norwegian Premier Division,2034-07-21,2.9,7,12,8,15,12,12,15,8,14,9,11,11,10,15,16,14,5,13,11,10,15,15,6,13,10,12,7,10,2,4,7,3,12,8,7,8,,6.70,1,Not set,- - -,1,0,Norway,726.0,27.540041067761805,0.459958932238193,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Guillermo Díaz,26,69,Driven,3909,0.875,2035-06-30,1800.0,,France (National),French National,2033-05-11,1.1,9,13,11,8,12,13,12,11,7,9,8,10,11,18,15,16,4,14,13,13,17,13,3,10,3,10,7,6,8,12,1,11,11,11,4,10,Wnt,6.84,17,Not set,- - -,17,0,France,176.0,24.34633812457221,1.6536618754277892,4.0,378.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Conor McDowell,25,78,Resolute,3138,0.875,2035-06-30,2800.0,,England (Sky Bet League Two),Sky Bet League Two,2033-07-31,1.6,17,13,17,14,10,8,13,3,11,8,7,11,6,15,11,15,16,10,9,11,10,12,2,7,14,12,11,9,1,5,3,11,13,12,4,2,,6.82,27 (3),Not set,- - -,30,0,England,176.0,23.56810403832991,1.431895961670089,4.0,373.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michel-Ange Balikwisha,33,70,Balanced,6975,0.825,2035-12-31,12750.0,,Norway (Premier Division),Norwegian Premier Division,2034-07-24,5.25,9,14,12,13,14,12,15,7,14,11,12,14,11,13,15,10,7,12,8,7,15,11,10,13,11,15,10,8,4,7,11,7,14,13,8,11,,6.84,5 (5),Not set,- - -,10,0,Norway,360.0,32.5482546201232,0.4517453798767967,3.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sergio,23,70,Professional,2766,0.825,2036-06-30,4400.0,0.375,France (Ligue 2 BKT),Ligue 2 BKT,2034-07-16,0.575,14,7,13,10,7,13,13,10,11,9,15,10,14,18,18,16,8,14,14,9,14,15,7,10,8,10,6,4,3,8,6,4,11,9,2,12,,6.90,1 (2),Not set,- - -,3,0,France,542.0,22.526351813826146,0.4736481861738535,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marcel Hanke,25,69,Balanced,2845,0.825,2037-06-30,7500.0,1.2,Germany (Bundesliga 2),Bundesliga 2,2034-10-10,1.2,15,13,19,7,15,14,10,11,6,12,10,9,13,13,10,15,5,12,16,11,14,11,2,4,1,9,6,4,8,12,1,12,11,7,1,6,Wnt,6.40,1 (2),Not set,- - -,3,0,Germany,907.0,24.761806981519506,0.23819301848049282,3.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Milan van Ewijk,34,69,Fairly Professional,5211,0.825,2035-06-30,8500.0,,England (Sky Bet League One),Sky Bet League One,2034-07-19,7.25,10,11,13,11,14,13,11,10,11,12,13,10,13,14,11,12,6,15,9,8,16,15,7,10,6,13,4,6,10,12,11,12,13,12,8,13,,7.03,11 (8),Not set,- - -,19,0,England,176.0,33.53456536618754,0.4654346338124572,4.0,433.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cody Drameh,33,69,Fairly Professional,5080,0.45,2035-06-30,25000.0,,England (Sky Bet Championship),Sky Bet Championship,2031-07-10,3.6,12,11,12,11,11,9,12,12,12,11,12,10,12,12,11,12,10,14,13,9,17,13,9,10,8,12,6,7,9,12,7,12,12,11,8,12,Lst,6.93,24 (3),Listed,- - -,27,1,England,176.0,29.50924024640657,3.490759753593429,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
David Larrubia,32,68,Fairly Professional,3555,0.45,2035-06-30,3300.0,0.7,Spain (Second Division),Spanish Second Division,2031-12-30,1.7,10,12,5,15,8,14,13,4,12,6,11,13,8,12,13,13,6,9,8,5,12,11,13,13,11,14,6,11,7,7,9,6,13,12,11,12,Bid,6.88,18 (1),Listed,- - -,19,1,Spain,176.0,28.982888432580424,3.0171115674195756,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Crysencio Summerville,33,69,Fairly Professional,7405,0.45,2035-06-30,98000.0,4.2,England (Premier Division),English Premier Division,2033-01-27,43.0,7,14,10,12,9,11,15,6,14,5,10,12,12,12,18,13,3,14,10,5,10,15,12,14,12,13,4,8,1,5,5,4,14,11,11,12,Lst,6.60,0 (3),Listed,- - -,3,1,England,176.0,31.06160164271047,1.9383983572895278,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Santiago Kubiszyn,32,70,Fairly Determined,4182,0.45,2035-12-31,12500.0,2.8,Argentina (Premier Division),Argentine Premier Division,2033-07-16,2.8,11,13,12,13,13,13,12,11,11,13,11,14,11,15,12,13,10,12,10,11,13,13,8,11,9,11,9,11,6,11,5,8,14,13,4,12,Wnt,-,-,Listed,- - -,0,1,Argentina,360.0,30.527036276522928,1.4729637234770705,4.0,490.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Archibald Sauren,24,70,Resolute,3542,3.1125,2038-06-30,26500.0,1.0,Spain (First Division),Spanish First Division,2034-07-10,1.6,17,14,7,16,11,15,12,10,10,14,11,14,12,15,12,13,10,11,14,13,14,10,6,7,4,13,7,8,3,13,5,10,16,14,4,5,,6.64,2 (16),Not set,- - -,18,0,Spain,1272.0,23.509924709103355,0.49007529089664614,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Félix Gutiérrez,21,69,Driven,3831,3.1125,2039-06-30,21000.0,1.4,Germany (Bundesliga),Bundesliga,2035-01-01,0.8,11,12,9,9,12,12,9,6,9,13,12,13,15,19,16,15,8,16,15,12,12,18,7,10,7,12,10,7,4,7,4,11,11,11,7,12,Loa,-,-,Not set,- - -,0,0,Germany,1637.0,20.98904859685147,0.010951403148528405,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
José Reis Ribeiro,26,73,Professional,3740,3.1125,2036-06-30,4500.0,,Portugal (Premier League),Portuguese Premier League,2034-01-02,2.2,17,13,10,10,14,13,8,4,6,12,11,9,12,16,14,12,15,13,14,12,15,12,3,4,2,9,12,6,3,14,1,16,8,8,3,4,,6.77,26,Not set,- - -,26,0,Portugal,542.0,24.99247091033539,1.0075290896646132,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marcelo,26,74,Fairly Professional,3395,3.1125,2036-06-30,18750.0,,Italy (Serie B),Italian Serie B,2033-07-20,1.7,13,9,7,10,7,11,15,10,13,6,8,8,13,12,16,16,16,14,13,11,16,16,9,14,4,14,6,10,7,2,8,1,14,11,5,13,Wnt,7.23,5 (13),Not set,- - -,18,0,Italy,542.0,24.53798767967146,1.462012320328542,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniel Wilkinson,24,73,Fairly Professional,3095,3.0124999999999997,2036-06-30,11000.0,1.8,England (Sky Bet Championship),Sky Bet Championship,2034-08-28,1.5,12,9,8,7,6,9,15,9,12,4,13,9,10,13,19,12,13,16,12,11,13,14,6,13,11,9,6,7,2,4,5,5,12,12,3,14,,6.34,1 (4),Not set,- - -,5,0,England,542.0,23.644079397672826,0.35592060232717315,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Franny Banton,23,68,Light-Hearted,3002,2.9125,2037-06-30,10500.0,1.1,England (Sky Bet Championship),Sky Bet Championship,2034-07-22,0.9,6,9,8,9,4,8,15,6,9,1,8,6,12,7,18,15,2,14,15,8,8,14,5,12,5,11,4,6,1,1,6,1,14,14,4,10,,6.82,4 (10),Not set,- - -,14,0,England,907.0,22.54277891854894,0.45722108145106094,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Giovanni Leoni,28,76,Fairly Professional,3326,2.8125,2037-06-30,21000.0,0.675,Italy (Serie A),Italian Serie A,2033-06-30,7.25,11,13,10,11,14,10,8,11,11,13,12,11,13,8,15,16,17,15,14,14,15,14,3,6,6,8,12,5,8,14,3,11,10,8,2,4,Inj,6.86,17,Not set,- - -,17,0,Italy,907.0,26.483230663928815,1.516769336071184,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vuk Mladenović,22,74,Fairly Professional,3235,2.8125,2037-06-30,11250.0,3.9,Italy (Serie A),Italian Serie A,2034-09-01,3.3,12,15,17,13,8,14,11,7,13,8,15,14,12,10,14,17,17,13,14,12,14,15,6,12,6,13,8,11,4,10,8,13,13,12,3,6,,6.75,12,Not set,- - -,12,0,Italy,907.0,21.655030800821354,0.34496919917864477,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jules Koundé,36,70,Resolute,9104,2.8125,2035-06-30,1500000.0,6.75,Saudi Arabia (Saudi Pro League),Saudi Professional League,2033-07-15,70.0,14,17,15,13,14,15,12,15,11,16,14,13,16,16,10,12,12,9,10,9,16,7,6,9,11,13,13,5,7,16,6,15,14,15,7,15,Ret,7.17,24 (2),Not set,- - -,26,0,Saudi Arabia,176.0,34.5242984257358,1.4757015742642026,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Donnell McNeilly,29,70,Fairly Professional,3259,2.7125,2036-06-30,14750.0,,England (Sky Bet Championship),Sky Bet Championship,2033-11-28,2.1,13,13,14,11,12,10,15,12,9,7,12,8,15,6,7,14,10,13,12,12,12,15,10,11,14,10,10,9,9,6,9,6,11,7,6,7,,6.58,0 (5),Not set,- - -,5,0,England,542.0,27.89664613278576,1.103353867214237,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michele Pucci,22,75,Resolute,3292,2.6625,2037-06-30,20500.0,1.9,England (Sky Bet Championship),Sky Bet Championship,2033-07-23,1.7,14,14,16,12,13,13,4,15,7,12,15,9,14,15,13,15,17,13,14,12,13,15,4,7,3,7,7,5,5,11,5,12,12,9,4,7,Inj,6.60,7 (3),Not set,- - -,10,0,England,907.0,20.546201232032853,1.4537987679671458,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gonçalo Esteves,30,67,Perfectionist,4059,2.6125,2037-06-30,7750.0,,Netherlands (Eredivisie),Eredivisie,2035-01-01,1.3,15,14,14,12,11,11,12,9,13,12,12,12,12,16,15,13,3,14,12,11,15,14,5,12,8,12,6,9,9,10,5,12,12,11,6,11,,-,-,Not set,- - -,0,0,Netherlands,907.0,29.98904859685147,0.010951403148528405,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
