Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Cmd,Pun,TRO,Han,Thr,Ecc,Ref,Kic,1v1,Com,Aer,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Dri,Fir,Hea,Mar,Tck,Tec,Pas,Av Rat,Apps,Transfer Status,Inf,xGP/90,xGP,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Brazil,Country_China,Country_Denmark,Country_England,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Norway,Country_Portugal,Country_Qatar,Country_Saudi Arabia,Country_Scotland,Country_Serbia,Country_Spain,Country_Sweden,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_nan
Jacob Widell Zetterström,36,78,Professional,5764,0.35750000000000004,2035-06-30,17500.0,2.1,France (Ligue 2 BKT),Ligue 2 BKT,2033-06-30,1.6,12,14,13,12,16,7,16,12,15,13,17,7,13,12,12,13,12,5,12,3,12,7,12,12,16,9,7,18,7,6,9,16,7,4,9,5,3,2,8,10,6.63,10,Not set,Ret,-0.31,-2.78,- - -,10,0,France,176.0,34.483230663928815,1.516769336071184,4.0,450.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michael Askou,26,73,Fairly Professional,3071,0.35750000000000004,2036-06-30,20000.0,0.75,Belgium (Jupiler Pro League),Jupiler Pro League,2033-08-11,1.6,12,10,16,14,14,8,14,9,15,13,15,5,15,11,11,13,10,1,17,2,13,13,18,12,11,16,15,15,8,12,10,11,7,3,8,1,3,3,11,10,7.03,7,Not set,Wnt,0.33,2.31,- - -,7,0,Belgium,542.0,24.598220396988363,1.4017796030116358,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marek Rodák,38,77,Balanced,6234,0.35750000000000004,2035-12-31,8000.0,0.7,U.S.A. (MLS),Major League Soccer,2033-12-07,2.1,13,17,13,13,15,8,14,13,16,13,14,11,12,14,12,11,13,1,8,3,13,11,6,13,13,8,11,14,3,4,6,14,4,3,11,1,3,1,11,12,-,-,Not set,,-,-,- - -,0,0,U.S.A.,360.0,36.92128678986995,1.0787132101300478,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
João Paulo,33,73,Balanced,2587,0.35750000000000004,2035-12-31,2600.0,,Brazil (Fourth Division),Brazilian National Fourth Division,2034-09-02,0.575,12,14,14,11,11,13,13,12,13,11,13,15,10,12,9,14,10,1,13,2,11,13,9,13,8,8,9,14,7,8,8,8,10,1,9,2,1,1,9,8,-,-,Not set,Unh,-,-,- - -,0,0,Brazil,360.0,32.657768651608485,0.34223134839151265,3.0,372.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luís Pires,26,70,Resolute,3185,0.35750000000000004,2038-06-30,17000.0,0.625,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-07-13,0.825,13,7,13,14,14,2,14,12,12,13,9,13,14,13,13,16,17,3,11,3,14,9,12,12,15,14,13,9,6,13,13,16,8,1,7,1,3,2,8,11,6.37,3,Not set,,0.06,0.18,- - -,3,0,France,1272.0,25.51813826146475,0.48186173853524983,4.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carl Rushworth,33,74,Balanced,3434,0.35750000000000004,2035-06-30,11500.0,3.6,England (Sky Bet Championship),Sky Bet Championship,2033-09-01,7.5,12,10,11,16,17,8,15,11,14,9,14,11,13,13,10,11,10,1,9,2,13,10,7,11,13,10,11,15,7,9,10,12,9,1,9,6,1,2,10,9,7.15,6 (1),Not set,,0.99,5.43,- - -,7,0,England,176.0,31.65571526351814,1.3442847364818618,3.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Áron Yaakobishvili,28,74,Fairly Professional,5585,1.8800000000000001,2036-06-30,21000.0,1.9,Italy (Serie A),Italian Serie A,2032-07-15,2.6,13,11,11,12,11,5,12,10,13,12,15,11,12,12,11,11,14,11,12,2,12,7,12,8,14,13,13,15,9,11,11,14,11,3,10,5,3,3,7,12,6.57,3,Not set,,-0.47,-1.40,- - -,3,0,Italy,542.0,25.524982888432582,2.4750171115674195,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paulo Mazoti,34,74,Fairly Determined,2999,0.32999999999999996,2036-12-31,2500.0,,Brazil (First Division),Brazilian National First Division,2034-01-11,1.0,9,5,11,14,15,5,14,13,13,11,15,8,13,11,11,12,14,1,15,1,14,9,9,7,15,11,6,13,9,2,6,13,9,1,5,1,3,1,3,14,-,-,Not set,,-,-,- - -,0,0,Brazil,726.0,33.017111567419576,0.9828884325804244,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alessandro Russo,33,76,Fairly Determined,3918,0.32999999999999996,2035-12-31,3900.0,0.475,Norway (Premier Division),Norwegian Premier Division,2034-09-29,6.5,12,13,12,12,12,8,13,12,13,12,17,10,10,10,12,11,12,4,9,4,12,9,8,9,15,12,13,16,11,12,12,12,10,2,5,4,2,2,6,6,6.94,32,Not set,,0.15,4.68,- - -,32,0,Norway,360.0,32.73169062286105,0.2683093771389459,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Ellery Balcombe,35,75,Fairly Professional,3984,0.30250000000000005,2035-06-30,49000.0,0.19,England (Premier Division),English Premier Division,2032-07-12,0.825,14,12,13,13,15,8,13,13,15,12,15,10,13,14,14,13,12,4,8,3,15,12,11,13,14,10,11,17,6,9,8,12,8,1,11,5,3,2,9,11,6.70,0 (1),Not set,Ret,0.15,0.13,- - -,1,0,England,176.0,32.516769336071185,2.4832306639288158,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tai Znuderl,27,73,Balanced,3212,0.275,2037-06-30,4400.0,0.7,Portugal (Premier League),Portuguese Premier League,2033-08-12,0.55,12,14,12,12,13,5,14,15,12,10,11,12,11,11,10,13,14,2,8,3,10,6,8,5,11,14,11,13,8,8,11,12,9,1,8,1,2,3,4,10,6.40,1,Not set,Wnt,0.17,0.22,- - -,1,0,Portugal,907.0,25.600958247775495,1.3990417522245038,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Nicolas Kristof,35,73,Light-Hearted,4238,0.275,2036-06-30,5750.0,0.195,Austria (Premier Division),Austrian Premier Division,2033-07-15,5.75,13,8,12,12,12,7,15,12,14,13,12,6,12,14,13,12,12,6,10,3,14,12,11,13,15,10,11,15,6,9,10,15,7,3,9,4,2,3,10,12,6.90,10,Not set,,0.10,0.99,- - -,10,0,Austria,542.0,33.5242984257358,1.4757015742642026,3.0,488.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fabricio Iacovich,32,78,Fairly Determined,3072,0.275,2035-06-30,10500.0,3.1,Spain (Second Division),Spanish Second Division,2033-01-27,3.4,12,10,5,12,12,5,13,14,14,11,17,13,14,13,14,11,11,2,7,2,14,9,10,8,16,13,9,17,6,3,11,9,9,2,1,1,2,1,5,12,7.00,3,Not set,Wnt,0.30,0.90,- - -,3,0,Spain,176.0,30.06160164271047,1.9383983572895278,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Davide Parrini,26,72,Resolute,2786,0.2475,2035-06-30,17000.0,0.85,France (National 2 - C),French National 2 - C,2030-06-30,0.925,12,8,8,14,14,2,12,14,13,9,13,10,11,13,8,11,13,1,10,2,12,7,9,9,15,14,12,13,9,9,12,14,9,3,5,1,1,2,8,8,7.05,13,Not set,,0.33,4.07,- - -,13,0,France,176.0,21.482546201232033,4.517453798767967,4.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michele Cerofolini,36,74,Balanced,3230,0.2475,2036-06-30,5250.0,0.7,Qatar (Stars League),Qatar Stars League,2034-02-08,0.575,12,11,12,15,12,8,14,12,14,13,14,12,10,11,13,12,12,5,13,7,13,11,7,12,2,6,8,16,3,5,5,11,6,1,9,2,3,2,5,10,6.49,23,Not set,,0.00,0.00,- - -,23,0,Qatar,542.0,35.09377138945928,0.9062286105407256,3.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Maduka Okoye,35,78,Light-Hearted,5551,0.22,2035-06-30,24500.0,3.8,Italy (Serie A),Italian Serie A,2032-06-30,12.0,13,8,11,12,13,10,14,15,16,12,17,8,12,13,13,13,13,10,8,1,14,8,8,7,13,8,12,17,4,7,10,13,6,3,8,5,2,3,9,8,6.39,17,Not set,,0.08,1.43,- - -,17,0,Italy,176.0,32.4839151266256,2.516084873374401,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Célestin De Schrevel,32,74,Balanced,2770,0.2075,2035-06-30,8500.0,0.575,Italy (Serie A),Italian Serie A,2032-07-18,0.975,11,8,9,13,13,10,14,14,13,13,12,5,12,15,9,13,15,2,7,2,9,9,11,9,11,11,9,16,9,4,10,9,10,1,3,1,3,3,6,10,6.26,18,Not set,,-0.11,-1.94,- - -,18,0,Italy,176.0,29.533196440793976,2.4668035592060233,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shea Connor,29,74,Resolute,3032,0.2075,2035-06-30,8750.0,0.65,England (Sky Bet Championship),Sky Bet Championship,2033-09-01,0.725,13,6,6,14,13,5,14,13,14,11,14,13,11,12,10,13,11,1,14,1,13,7,10,6,15,15,11,16,13,5,9,13,9,1,5,1,1,2,6,11,6.62,21,Not set,,-0.12,-2.59,- - -,21,0,England,176.0,27.65571526351814,1.3442847364818618,4.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Diego Roberts,26,70,Driven,3149,1.7175,2037-06-30,54000.0,0.5,England (Premier Division),English Premier Division,2033-08-15,0.575,11,11,14,13,13,13,14,11,15,14,7,10,13,13,10,13,16,2,11,3,14,11,11,11,18,11,17,7,13,9,12,10,10,2,6,1,3,1,6,10,-,1,Not set,,-,0.00,- - -,1,0,England,907.0,24.60917180013689,1.3908281998631074,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adrian Šemper,36,76,Balanced,5437,0.20500000000000002,2035-06-30,7500.0,,Qatar (Stars League),Qatar Stars League,2033-01-01,1.4,13,9,13,13,14,12,15,14,15,12,14,11,13,12,13,12,12,3,11,5,12,11,10,10,13,8,11,15,4,8,4,13,6,2,9,7,1,1,9,11,6.17,23,Not set,,0.00,0.00,- - -,23,0,Qatar,176.0,33.99041752224504,2.0095824777549622,3.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Jonas Beer,25,77,Resilient,4425,0.18,2037-06-30,16250.0,0.375,Germany (3. Liga),3. Liga,2033-08-15,0.625,12,8,5,12,12,15,15,11,13,12,16,11,11,13,9,13,14,3,4,2,9,9,7,7,15,14,11,16,11,9,12,13,5,3,7,1,1,3,9,7,7.09,7,Not set,,0.48,3.36,- - -,7,0,Germany,907.0,23.60917180013689,1.3908281998631074,4.0,408.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sebahattin Mavi,34,73,Balanced,3127,0.16499999999999998,2035-06-30,9250.0,0.65,Türkiye (Super League),Turkish Super League,2031-03-09,0.975,12,13,8,14,12,12,14,10,13,14,15,11,15,15,11,15,9,1,8,2,12,9,10,9,12,11,10,14,10,3,4,14,7,1,8,1,2,1,9,12,-,-,Not set,,-,-,- - -,0,0,Türkiye,176.0,30.17248459958932,3.8275154004106775,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Marko Johansson,36,76,Balanced,3585,0.055,2035-06-30,1200.0,,Serbia (SuperLeague),Serbian SuperLeague,2030-12-12,0.55,13,12,10,12,14,12,13,13,13,12,14,14,12,14,10,12,12,7,5,2,13,7,8,7,12,7,9,17,3,4,5,13,5,4,8,7,1,1,8,11,6.92,10 (1),Not set,Ret,0.05,0.56,- - -,11,0,Serbia,176.0,31.93429158110883,4.0657084188911705,3.0,479.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Sebastian Hebler,23,76,Resolute,2269,0.15150000000000002,2036-06-30,6750.0,0.9,Germany (Bundesliga 2),Bundesliga 2,2033-07-11,0.7,13,10,8,15,12,6,16,9,12,12,14,10,12,9,9,11,11,1,11,2,14,11,12,8,15,13,15,15,9,10,9,7,7,1,5,1,2,3,8,9,6.65,13,Not set,Inj,-0.00,-0.01,- - -,13,0,Germany,542.0,21.51334702258727,1.486652977412731,4.0,464.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emerson Lezcano,30,73,Balanced,3439,1.6629999999999998,2036-12-31,3000.0,,Argentina (Second Division),Argentine Second Division,2034-01-28,0.775,12,8,11,13,12,5,13,12,14,9,13,11,10,15,11,11,12,1,13,2,13,8,8,8,10,13,10,14,10,10,11,12,10,1,6,1,1,2,6,14,-,-,Not set,,-,-,- - -,0,0,Argentina,726.0,29.06365503080082,0.9363449691991786,3.0,439.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
José Ribeiro,28,74,Fairly Professional,3580,1.462,2036-06-30,18750.0,0.85,France (Ligue 2 BKT),Ligue 2 BKT,2033-07-23,0.775,14,8,8,13,14,12,10,12,14,11,14,11,10,14,13,13,15,1,14,2,12,6,11,5,7,13,11,15,9,10,10,11,13,2,3,1,2,3,5,10,7.04,7,Not set,Wnt,0.05,0.37,- - -,7,0,France,542.0,26.546201232032853,1.4537987679671458,4.0,450.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nelson Alves,26,72,Fairly Determined,2348,0.132,2036-06-30,2600.0,1.3,Spain (Second Division),Spanish Second Division,2034-04-03,1.0,13,11,12,12,11,7,9,13,9,13,14,6,12,13,10,13,16,1,12,2,11,5,12,5,17,12,14,14,8,7,8,12,7,1,3,1,3,1,6,9,-,-,Not set,,-,-,- - -,0,0,Spain,542.0,25.241615331964407,0.758384668035592,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Phelipe Megiolaro,35,73,Fairly Professional,6761,0.11599999999999999,2035-06-30,23500.0,0.8,Portugal (Premier League),Portuguese Premier League,2034-01-31,0.625,12,10,12,13,15,5,15,12,14,12,13,13,14,14,11,13,12,1,15,2,12,10,10,9,14,11,10,15,7,6,8,14,9,2,10,7,2,1,10,11,6.70,2,Not set,Ret,-0.61,-1.22,- - -,2,0,Portugal,176.0,34.07186858316222,0.9281314168377823,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Alex Palmer,38,75,Fairly Professional,3368,0.022,2035-06-30,15500.0,,England (Premier Division),English Premier Division,2033-07-06,3.1,13,10,10,13,13,3,15,15,16,16,14,6,12,11,13,12,11,6,7,10,12,9,9,11,12,7,8,13,4,9,5,12,4,1,8,1,2,3,10,11,5.65,4,Listed,Lst,-0.70,-2.81,- - -,4,1,England,176.0,36.49965776865161,1.5003422313483916,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bilal Bayazıt,35,73,Balanced,6439,0.11499999999999999,2035-06-30,11000.0,5.75,Türkiye (Super League),Turkish Super League,2034-03-31,5.5,12,12,12,12,14,5,15,15,15,12,11,5,13,13,14,14,13,4,10,6,15,12,9,12,10,8,10,12,5,7,7,9,6,2,12,1,1,2,11,13,7.80,1,Not set,Ret,1.05,1.05,- - -,1,0,Türkiye,176.0,34.233401779603014,0.7665982203969883,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Lorenz Otto,33,76,Resolute,3023,0.09899999999999999,2036-06-30,8500.0,0.135,Germany (Bundesliga 2),Bundesliga 2,2034-07-08,0.55,10,10,10,11,11,5,13,9,13,10,12,10,12,13,14,12,12,3,11,10,12,9,13,16,15,12,11,17,8,11,13,15,10,2,7,6,1,3,8,8,6.65,4,Not set,,0.03,0.13,- - -,4,0,Germany,542.0,32.50444900752909,0.49555099247091033,4.0,464.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
João Virgínia,35,75,Ambitious,2766,0.093,2035-06-30,4100.0,0.093,Italy (Serie B),Italian Serie B,2034-07-11,1.6,10,10,12,13,10,6,15,12,12,12,16,12,12,11,12,12,8,1,7,1,12,11,11,13,11,8,10,16,6,8,3,13,7,1,8,1,3,1,12,12,6.70,4 (1),Not set,Ret,-0.16,-0.66,- - -,5,0,Italy,176.0,34.51266255989049,0.487337440109514,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mark Travers,35,75,Fairly Loyal,4218,0.027,2035-06-30,18500.0,1.2,England (Sky Bet Championship),Sky Bet Championship,2033-04-08,1.2,12,7,8,13,15,7,16,14,14,13,15,8,14,12,10,12,12,6,8,1,14,10,11,12,13,9,10,14,7,10,7,14,8,3,9,2,3,2,10,10,6.70,1,Not set,Ret,0.04,0.04,- - -,1,0,England,176.0,33.25598904859685,1.7440109514031485,3.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lazar Carević,35,77,Balanced,5225,0.014,2035-06-30,13000.0,0.325,England (Sky Bet Championship),Sky Bet Championship,2033-09-01,1.9,12,11,13,13,12,5,14,14,13,12,14,9,13,12,10,12,12,5,12,5,12,11,12,8,13,8,11,15,5,2,7,12,5,1,10,8,2,1,9,9,-,-,Listed,Inj,-,-,- - -,0,1,England,176.0,33.65571526351814,1.3442847364818618,3.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yahia Fofana,34,76,Balanced,6593,1.456,2035-06-30,57000.0,17.0,England (Sky Bet Championship),Sky Bet Championship,2031-01-28,22.5,14,11,11,13,12,15,15,14,16,13,14,10,14,12,14,12,13,8,12,7,13,11,12,11,13,13,10,15,8,9,12,13,10,3,10,6,2,1,8,12,6.10,1,Not set,,-1.46,-1.46,- - -,1,0,England,176.0,30.06297056810404,3.9370294318959616,3.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joaquín Blázquez,33,76,Fairly Determined,3030,0.07100000000000001,2035-12-31,6000.0,0.625,Brazil (First Division),Brazilian National First Division,2032-09-02,1.7,13,13,12,11,12,8,13,11,12,12,16,10,14,12,10,11,9,1,11,3,14,11,12,11,15,10,6,17,7,8,9,12,8,2,7,1,2,2,11,12,-,-,Not set,,-,-,- - -,0,0,Brazil,360.0,30.659137577002053,2.3408624229979464,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tim Rönning,35,79,Fairly Professional,3271,0.066,2035-11-30,4900.0,,Sweden (Premier Division),Swedish Premier Division,2034-05-09,1.3,16,8,13,13,15,6,15,9,16,13,18,5,14,13,10,14,13,3,9,1,14,6,13,8,12,8,12,18,3,4,9,9,6,4,8,3,2,3,8,9,-,-,Not set,Wnt,-,-,- - -,0,0,Sweden,329.0,34.34017796030116,0.6598220396988365,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Thimothée Lo-Tutala,31,73,Fairly Professional,3581,0.06,2035-06-30,10250.0,0.55,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-07-21,1.2,14,8,12,13,13,5,12,12,13,9,15,9,11,10,16,14,15,1,12,2,14,10,15,11,14,11,12,15,9,12,13,16,9,3,7,1,1,3,4,11,7.70,1,Not set,,0.07,0.07,- - -,1,0,France,176.0,29.54072553045859,1.45927446954141,4.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cláudio Piteira,26,74,Light-Hearted,1646,0.0525,2038-06-30,9750.0,1.5,France (National 2 - C),French National 2 - C,2034-12-04,1.2,11,10,11,13,12,2,12,8,12,12,17,8,10,14,10,10,12,2,6,1,14,6,11,6,15,14,10,14,7,6,9,13,7,2,4,1,2,3,7,5,7.70,1,Not set,,0.39,0.39,- - -,1,0,France,1272.0,25.912388774811774,0.08761122518822724,3.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leopold Wahlstedt,35,75,Fairly Professional,3518,0.047,2035-11-30,4700.0,,Sweden (Premier Division),Swedish Premier Division,2034-05-29,1.1,12,14,16,11,13,13,14,14,16,12,13,12,12,11,12,10,11,11,8,12,12,11,10,12,14,9,11,16,6,5,7,13,9,3,11,8,1,2,12,11,-,-,Not set,Wnt,-,-,- - -,0,0,Sweden,329.0,34.39493497604381,0.6050650239561944,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jay Gorter,34,75,Fairly Professional,4092,0.041499999999999995,2035-06-30,4700.0,1.9,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2033-12-27,2.4,12,17,11,12,15,15,13,12,13,12,15,11,14,12,11,12,12,9,8,3,13,11,10,13,13,12,9,16,5,9,9,12,6,1,6,4,2,3,11,13,-,-,Not set,Wnt,-,-,- - -,0,0,Netherlands,176.0,32.97604380561259,1.0239561943874058,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
